Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date,Locally acquired last 24 hours,Under investigation last 24 hours,Active Cases^,Under investigation last 24 hours*,Average daily cases as at 20 Sep 2022,Change in average cases compared to previous week (%),Average daily cases as at 27 Sep 2022,Average daily cases as at 04 Oct 2022,Average daily cases as at 11 Oct 2022,Average daily cases as at 18 Oct 2022,Average daily cases as at 25 Oct 2022,Average daily cases as at 01 Nov 2022,Average daily cases as at 08 Nov 2022,Average daily cases as at 15 Nov 2022,Average daily cases as at 22 Nov 2022,Average daily cases as at 29 Nov 2022,Average daily cases as at 06 Dec 2022,Average daily cases as at 13 Dec 2022,Average daily cases as at 20 Dec 2022,Average daily cases as at 03 Jan 2023,Average daily cases as at 10 Jan 2023,Average daily cases as at 17 Jan 2023,Average daily cases as at 24 Jan 2023
Australia,80106.0,973.0,7.0,10283.0,5801.0,98.0,58208.0,2021-12-28,,,,,,,,,,,,,,,,,,,,,,,
ACT,908.0,9.0,0.0,243.0,196.0,4.0,679.0,2021-12-28,,,,,,,,,,,,,,,,,,,,,,,
NSW,52459.0,527.0,2.0,5533.0,2938.0,30.0,37027.0,2021-12-28,,,,,,,,,,,,,,,,,,,,,,,
NT,143.0,9.0,0.0,0.0,77.0,2.0,1.0,2021-12-28,,,,,,,,,,,,,,,,,,,,,,,
QLD,3621.0,9.0,0.0,1149.0,115.0,3.0,4416.0,2021-12-28,,,,,,,,,,,,,,,,,,,,,,,
SA,4889.0,102.0,0.0,893.0,820.0,1.0,3790.0,2021-12-28,,,,,,,,,,,,,,,,,,,,,,,
TAS,242.0,10.0,0.0,36.0,31.0,0.0,202.0,2021-12-28,,,,,,,,,,,,,,,,,,,,,,,
VIC,17821.0,306.0,3.0,2429.0,1612.0,49.0,12092.0,2021-12-28,,,,,,,,,,,,,,,,,,,,,,,
WA,23.0,1.0,2.0,0.0,12.0,9.0,1.0,2021-12-28,,,,,,,,,,,,,,,,,,,,,,,
Australia,93930.0,1512.0,0.0,16730.0,6468.0,65.0,70046.0,2021-12-29,,,,,,,,,,,,,,,,,,,,,,,
ACT,1028.0,138.0,0.0,0.0,289.0,2.0,668.0,2021-12-29,,,,,,,,,,,,,,,,,,,,,,,
NSW,61332.0,591.0,0.0,10610.0,3138.0,15.0,44257.0,2021-12-29,,,,,,,,,,,,,,,,,,,,,,,
NT,158.0,19.0,0.0,0.0,91.0,2.0,1.0,2021-12-29,,,,,,,,,,,,,,,,,,,,,,,
QLD,4779.0,15.0,0.0,1574.0,121.0,3.0,5800.0,2021-12-29,,,,,,,,,,,,,,,,,,,,,,,
SA,6316.0,246.0,0.0,1226.0,1017.0,1.0,4862.0,2021-12-29,,,,,,,,,,,,,,,,,,,,,,,
TAS,300.0,13.0,0.0,43.0,41.0,0.0,231.0,2021-12-29,,,,,,,,,,,,,,,,,,,,,,,
VIC,19994.0,490.0,0.0,3277.0,1761.0,36.0,14226.0,2021-12-29,,,,,,,,,,,,,,,,,,,,,,,
WA,23.0,0.0,0.0,0.0,10.0,6.0,1.0,2021-12-29,,,,,,,,,,,,,,,,,,,,,,,
Australia,110424.0,1278.0,5.0,20058.0,6495.0,38.0,82670.0,2021-12-30,,,,,,,,,,,,,,,,,,,,,,,
ACT,1134.0,253.0,0.0,0.0,464.0,0.0,650.0,2021-12-30,,,,,,,,,,,,,,,,,,,,,,,
NSW,70928.0,448.0,2.0,11776.0,3002.0,13.0,50896.0,2021-12-30,,,,,,,,,,,,,,,,,,,,,,,
NT,195.0,20.0,0.0,13.0,102.0,2.0,13.0,2021-12-30,,,,,,,,,,,,,,,,,,,,,,,
QLD,6368.0,21.0,0.0,2201.0,126.0,2.0,7650.0,2021-12-30,,,,,,,,,,,,,,,,,,,,,,,
SA,7561.0,46.0,0.0,1328.0,945.0,1.0,5812.0,2021-12-30,,,,,,,,,,,,,,,,,,,,,,,
TAS,377.0,14.0,0.0,77.0,53.0,0.0,291.0,2021-12-30,,,,,,,,,,,,,,,,,,,,,,,
VIC,23833.0,473.0,2.0,4662.0,1790.0,13.0,17356.0,2021-12-30,,,,,,,,,,,,,,,,,,,,,,,
WA,28.0,3.0,1.0,1.0,13.0,7.0,2.0,2021-12-30,,,,,,,,,,,,,,,,,,,,,,,
Australia,137752.0,1693.0,4.0,31249.0,7274.0,28.0,105819.0,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,
ACT,1658.0,462.0,0.0,0.0,856.0,0.0,604.0,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,
NSW,89418.0,548.0,1.0,20602.0,3162.0,7.0,66301.0,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,
NT,247.0,48.0,0.0,13.0,143.0,2.0,27.0,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,
QLD,8586.0,17.0,0.0,3101.0,117.0,1.0,10188.0,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,
SA,9243.0,3.0,0.0,2090.0,853.0,1.0,7302.0,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,
TAS,524.0,38.0,0.0,99.0,83.0,0.0,379.0,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,
VIC,28044.0,575.0,0.0,5344.0,2045.0,8.0,21017.0,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,
WA,32.0,2.0,3.0,0.0,15.0,9.0,1.0,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,
Australia,158782.0,1764.0,1.0,33562.0,8467.0,25.0,129880.0,2022-01-01,,,,,,,,,,,,,,,,,,,,,,,
ACT,1479.0,448.0,0.0,0.0,1280.0,0.0,483.0,2022-01-01,,,,,,,,,,,,,,,,,,,,,,,
NSW,109197.0,235.0,0.0,22342.0,2950.0,7.0,82787.0,2022-01-01,,,,,,,,,,,,,,,,,,,,,,,
NT,299.0,37.0,0.0,13.0,170.0,1.0,40.0,2022-01-01,,,,,,,,,,,,,,,,,,,,,,,
QLD,11697.0,5.0,0.0,2261.0,90.0,1.0,11716.0,2022-01-01,,,,,,,,,,,,,,,,,,,,,,,
SA,10982.0,442.0,0.0,1666.0,1258.0,1.0,8363.0,2022-01-01,,,,,,,,,,,,,,,,,,,,,,,
TAS,932.0,23.0,0.0,410.0,105.0,0.0,759.0,2022-01-01,,,,,,,,,,,,,,,,,,,,,,,
VIC,24161.0,572.0,0.0,6870.0,2604.0,7.0,25731.0,2022-01-01,,,,,,,,,,,,,,,,,,,,,,,
WA,35.0,2.0,1.0,0.0,10.0,8.0,1.0,2022-01-01,,,,,,,,,,,,,,,,,,,,,,,
Australia,188597.0,811.0,4.0,31539.0,8822.0,23.0,152170.0,2022-01-02,,,,,,,,,,,,,,,,,,,,,,,
ACT,1827.0,506.0,0.0,0.0,1746.0,0.0,420.0,2022-01-02,,,,,,,,,,,,,,,,,,,,,,,
NSW,124624.0,203.0,0.0,18075.0,2926.0,6.0,94688.0,2022-01-02,,,,,,,,,,,,,,,,,,,,,,,
NT,400.0,38.0,0.0,64.0,186.0,1.0,104.0,2022-01-02,,,,,,,,,,,,,,,,,,,,,,,
QLD,16688.0,30.0,1.0,3556.0,110.0,1.0,14585.0,2022-01-02,,,,,,,,,,,,,,,,,,,,,,,
SA,12342.0,14.0,0.0,2284.0,1119.0,0.0,10028.0,2022-01-02,,,,,,,,,,,,,,,,,,,,,,,
TAS,1216.0,8.0,0.0,396.0,110.0,0.0,1110.0,2022-01-02,,,,,,,,,,,,,,,,,,,,,,,
VIC,31461.0,8.0,0.0,7164.0,2611.0,5.0,31234.0,2022-01-02,,,,,,,,,,,,,,,,,,,,,,,
WA,39.0,4.0,3.0,0.0,14.0,10.0,1.0,2022-01-02,,,,,,,,,,,,,,,,,,,,,,,
Australia,218505.0,1555.0,11.0,35673.0,9375.0,32.0,178520.0,2022-01-03,,,,,,,,,,,,,,,,,,,,,,,
ACT,2116.0,514.0,0.0,0.0,2146.0,0.0,243.0,2022-01-03,,,,,,,,,,,,,,,,,,,,,,,
NSW,141722.0,373.0,1.0,20420.0,2895.0,6.0,109183.0,2022-01-03,,,,,,,,,,,,,,,,,,,,,,,
NT,451.0,30.0,4.0,45.0,204.0,4.0,148.0,2022-01-03,,,,,,,,,,,,,,,,,,,,,,,
QLD,20239.0,13.0,0.0,4236.0,110.0,1.0,18027.0,2022-01-03,,,,,,,,,,,,,,,,,,,,,,,
SA,14125.0,0.0,0.0,2552.0,853.0,0.0,11997.0,2022-01-03,,,,,,,,,,,,,,,,,,,,,,,
TAS,1686.0,1.0,0.0,465.0,107.0,0.0,1552.0,2022-01-03,,,,,,,,,,,,,,,,,,,,,,,
VIC,38118.0,619.0,4.0,7954.0,3043.0,9.0,37368.0,2022-01-03,,,,,,,,,,,,,,,,,,,,,,,
WA,48.0,5.0,2.0,1.0,17.0,12.0,2.0,2022-01-03,,,,,,,,,,,,,,,,,,,,,,,
Australia,254232.0,3223.0,5.0,44588.0,11618.0,30.0,212807.0,2022-01-04,,,,,,,,,,,,,,,,,,,,,,,
ACT,2789.0,926.0,0.0,0.0,3058.0,0.0,0.0,2022-01-04,,,,,,,,,,,,,,,,,,,,,,,
NSW,157873.0,494.0,0.0,22637.0,2862.0,4.0,126304.0,2022-01-04,,,,,,,,,,,,,,,,,,,,,,,
NT,497.0,67.0,4.0,7.0,260.0,8.0,155.0,2022-01-04,,,,,,,,,,,,,,,,,,,,,,,
QLD,25924.0,17.0,1.0,5681.0,118.0,2.0,22563.0,2022-01-04,,,,,,,,,,,,,,,,,,,,,,,
SA,16558.0,123.0,0.0,3123.0,874.0,0.0,14228.0,2022-01-04,,,,,,,,,,,,,,,,,,,,,,,
TAS,2241.0,1.0,0.0,701.0,98.0,0.0,2218.0,2022-01-04,,,,,,,,,,,,,,,,,,,,,,,
VIC,48297.0,1592.0,0.0,12428.0,4329.0,6.0,47326.0,2022-01-04,,,,,,,,,,,,,,,,,,,,,,,
WA,53.0,3.0,0.0,11.0,19.0,10.0,13.0,2022-01-04,,,,,,,,,,,,,,,,,,,,,,,
Australia,287637.0,3461.0,7.0,61299.0,13534.0,37.0,257206.0,2022-01-05,,,,,,,,,,,,,,,,,,,,,,,
ACT,3069.0,810.0,0.0,0.0,3705.0,0.0,0.0,2022-01-05,,,,,,,,,,,,,,,,,,,,,,,
NSW,184413.0,624.0,0.0,34430.0,2895.0,4.0,150127.0,2022-01-05,,,,,,,,,,,,,,,,,,,,,,,
NT,599.0,97.0,2.0,11.0,330.0,10.0,166.0,2022-01-05,,,,,,,,,,,,,,,,,,,,,,,
QLD,25924.0,28.0,0.0,6753.0,131.0,2.0,27738.0,2022-01-05,,,,,,,,,,,,,,,,,,,,,,,
SA,19250.0,358.0,1.0,3134.0,986.0,1.0,16139.0,2022-01-05,,,,,,,,,,,,,,,,,,,,,,,
TAS,2997.0,1.0,0.0,866.0,86.0,0.0,3039.0,2022-01-05,,,,,,,,,,,,,,,,,,,,,,,
VIC,51317.0,1534.0,0.0,16102.0,5373.0,6.0,59981.0,2022-01-05,,,,,,,,,,,,,,,,,,,,,,,
WA,68.0,9.0,4.0,3.0,28.0,14.0,16.0,2022-01-05,,,,,,,,,,,,,,,,,,,,,,,
Australia,330289.0,3818.0,20.0,68519.0,16146.0,52.0,305478.0,2022-01-06,,,,,,,,,,,,,,,,,,,,,,,
ACT,3565.0,992.0,0.0,0.0,4483.0,0.0,0.0,2022-01-06,,,,,,,,,,,,,,,,,,,,,,,
NSW,207667.0,277.0,0.0,34717.0,2724.0,2.0,173054.0,2022-01-06,,,,,,,,,,,,,,,,,,,,,,,
NT,803.0,136.0,18.0,58.0,479.0,28.0,210.0,2022-01-06,,,,,,,,,,,,,,,,,,,,,,,
QLD,32312.0,22.0,0.0,10310.0,132.0,2.0,35852.0,2022-01-06,,,,,,,,,,,,,,,,,,,,,,,
SA,21215.0,69.0,0.0,3001.0,1009.0,1.0,17818.0,2022-01-06,,,,,,,,,,,,,,,,,,,,,,,
TAS,3533.0,2.0,0.0,749.0,74.0,0.0,3700.0,2022-01-06,,,,,,,,,,,,,,,,,,,,,,,
VIC,61120.0,2313.0,0.0,19684.0,7213.0,4.0,74829.0,2022-01-06,,,,,,,,,,,,,,,,,,,,,,,
WA,74.0,7.0,2.0,0.0,32.0,15.0,15.0,2022-01-06,,,,,,,,,,,,,,,,,,,,,,,
Australia,381269.0,3975.0,4.0,74056.0,18628.0,52.0,347868.0,2022-01-07,,,,,,,,,,,,,,,,,,,,,,,
ACT,4511.0,1246.0,0.0,0.0,5439.0,0.0,0.0,2022-01-07,,,,,,,,,,,,,,,,,,,,,,,
NSW,234066.0,266.0,0.0,38359.0,2472.0,1.0,190603.0,2022-01-07,,,,,,,,,,,,,,,,,,,,,,,
NT,1099.0,196.0,0.0,83.0,625.0,28.0,276.0,2022-01-07,,,,,,,,,,,,,,,,,,,,,,,
QLD,42250.0,18.0,0.0,10935.0,133.0,2.0,43683.0,2022-01-07,,,,,,,,,,,,,,,,,,,,,,,
SA,24901.0,0.0,0.0,3707.0,1006.0,1.0,19436.0,2022-01-07,,,,,,,,,,,,,,,,,,,,,,,
TAS,4683.0,7.0,0.0,1484.0,43.0,0.0,5074.0,2022-01-07,,,,,,,,,,,,,,,,,,,,,,,
VIC,69680.0,2239.0,1.0,19488.0,8877.0,5.0,88781.0,2022-01-07,,,,,,,,,,,,,,,,,,,,,,,
WA,79.0,3.0,3.0,0.0,33.0,15.0,15.0,2022-01-07,,,,,,,,,,,,,,,,,,,,,,,
Australia,441429.0,5826.0,5.0,82410.0,22769.0,56.0,396444.0,2022-01-08,,,,,,,,,,,,,,,,,,,,,,,
ACT,4941.0,1305.0,0.0,0.0,6374.0,0.0,0.0,2022-01-08,,,,,,,,,,,,,,,,,,,,,,,
NSW,268021.0,267.0,0.0,44831.0,2504.0,1.0,213059.0,2022-01-08,,,,,,,,,,,,,,,,,,,,,,,
NT,1158.0,276.0,2.0,125.0,865.0,30.0,418.0,2022-01-08,,,,,,,,,,,,,,,,,,,,,,,
QLD,52619.0,32.0,0.0,11142.0,160.0,2.0,52501.0,2022-01-08,,,,,,,,,,,,,,,,,,,,,,,
SA,25877.0,1011.0,2.0,3261.0,1575.0,3.0,21033.0,2022-01-08,,,,,,,,,,,,,,,,,,,,,,,
TAS,5337.0,5.0,0.0,1046.0,25.0,0.0,5699.0,2022-01-08,,,,,,,,,,,,,,,,,,,,,,,
VIC,83390.0,2923.0,0.0,22005.0,11228.0,5.0,103719.0,2022-01-08,,,,,,,,,,,,,,,,,,,,,,,
WA,86.0,7.0,1.0,0.0,38.0,15.0,15.0,2022-01-08,,,,,,,,,,,,,,,,,,,,,,,
Australia,495141.0,2580.0,10.0,69649.0,25008.0,62.0,435113.0,2022-01-09,,,,,,,,,,,,,,,,,,,,,,,
ACT,5766.0,1039.0,0.0,0.0,7377.0,0.0,0.0,2022-01-09,,,,,,,,,,,,,,,,,,,,,,,
NSW,292237.0,25.0,1.0,30036.0,2326.0,2.0,224931.0,2022-01-09,,,,,,,,,,,,,,,,,,,,,,,
NT,1795.0,195.0,1.0,50.0,1022.0,31.0,459.0,2022-01-09,,,,,,,,,,,,,,,,,,,,,,,
QLD,62919.0,68.0,0.0,13612.0,198.0,1.0,62549.0,2022-01-09,,,,,,,,,,,,,,,,,,,,,,,
SA,27762.0,1235.0,8.0,3263.0,2796.0,11.0,22018.0,2022-01-09,,,,,,,,,,,,,,,,,,,,,,,
TAS,5493.0,9.0,0.0,591.0,26.0,0.0,5853.0,2022-01-09,,,,,,,,,,,,,,,,,,,,,,,
VIC,99085.0,7.0,0.0,22097.0,11227.0,5.0,119288.0,2022-01-09,,,,,,,,,,,,,,,,,,,,,,,
WA,84.0,2.0,0.0,0.0,36.0,12.0,15.0,2022-01-09,,,,,,,,,,,,,,,,,,,,,,,
Australia,587971.0,4894.0,13.0,44570.0,28541.0,64.0,445038.0,2022-01-10,,,,,,,,,,,,,,,,,,,,,,,
ACT,5681.0,938.0,0.0,0.0,7940.0,0.0,0.0,2022-01-10,,,,,,,,,,,,,,,,,,,,,,,
NSW,303795.0,144.0,1.0,20148.0,2097.0,2.0,224603.0,2022-01-10,,,,,,,,,,,,,,,,,,,,,,,
NT,2170.0,179.0,3.0,150.0,1226.0,30.0,564.0,2022-01-10,,,,,,,,,,,,,,,,,,,,,,,
QLD,80563.0,11.0,0.0,5856.0,196.0,1.0,64168.0,2022-01-10,,,,,,,,,,,,,,,,,,,,,,,
SA,29489.0,1090.0,6.0,2928.0,3886.0,17.0,22401.0,2022-01-10,,,,,,,,,,,,,,,,,,,,,,,
TAS,5119.0,15.0,2.0,380.0,40.0,2.0,5753.0,2022-01-10,,,,,,,,,,,,,,,,,,,,,,,
VIC,161065.0,2510.0,0.0,15108.0,13118.0,1.0,127535.0,2022-01-10,,,,,,,,,,,,,,,,,,,,,,,
WA,89.0,7.0,1.0,0.0,38.0,11.0,14.0,2022-01-10,,,,,,,,,,,,,,,,,,,,,,,
Australia,612619.0,4635.0,15.0,62175.0,30549.0,74.0,464331.0,2022-01-11,,,,,,,,,,,,,,,,,,,,,,,
ACT,6302.0,1508.0,0.0,0.0,9110.0,0.0,0.0,2022-01-11,,,,,,,,,,,,,,,,,,,,,,,
NSW,315785.0,237.0,1.0,25632.0,1840.0,3.0,227427.0,2022-01-11,,,,,,,,,,,,,,,,,,,,,,,
NT,2513.0,35.0,8.0,234.0,1202.0,34.0,903.0,2022-01-11,,,,,,,,,,,,,,,,,,,,,,,
QLD,81581.0,5.0,0.0,16375.0,184.0,0.0,74855.0,2022-01-11,,,,,,,,,,,,,,,,,,,,,,,
SA,30388.0,794.0,5.0,2122.0,4557.0,22.0,21359.0,2022-01-11,,,,,,,,,,,,,,,,,,,,,,,
TAS,4581.0,1.0,0.0,362.0,40.0,2.0,5404.0,2022-01-11,,,,,,,,,,,,,,,,,,,,,,,
VIC,171369.0,2041.0,0.0,17450.0,13567.0,1.0,134380.0,2022-01-11,,,,,,,,,,,,,,,,,,,,,,,
WA,100.0,14.0,1.0,0.0,49.0,12.0,3.0,2022-01-11,,,,,,,,,,,,,,,,,,,,,,,
Australia,696699.0,4978.0,5.0,75300.0,31984.0,72.0,480212.0,2022-01-12,,,,,,,,,,,,,,,,,,,,,,,
ACT,5601.0,1078.0,0.0,0.0,9329.0,0.0,0.0,2022-01-12,,,,,,,,,,,,,,,,,,,,,,,
NSW,333235.0,494.0,1.0,34264.0,1710.0,4.0,227172.0,2022-01-12,,,,,,,,,,,,,,,,,,,,,,,
NT,2725.0,18.0,0.0,194.0,1090.0,32.0,1192.0,2022-01-12,,,,,,,,,,,,,,,,,,,,,,,
QLD,109524.0,30.0,0.0,18054.0,186.0,0.0,86150.0,2022-01-12,,,,,,,,,,,,,,,,,,,,,,,
SA,32067.0,1276.0,3.0,2436.0,5475.0,24.0,20588.0,2022-01-12,,,,,,,,,,,,,,,,,,,,,,,
TAS,3729.0,5.0,0.0,731.0,44.0,2.0,5265.0,2022-01-12,,,,,,,,,,,,,,,,,,,,,,,
VIC,209715.0,2073.0,0.0,19620.0,14106.0,1.0,139844.0,2022-01-12,,,,,,,,,,,,,,,,,,,,,,,
WA,103.0,4.0,1.0,1.0,44.0,9.0,1.0,2022-01-12,,,,,,,,,,,,,,,,,,,,,,,
Australia,734211.0,3420.0,5.0,64825.0,31707.0,57.0,479533.0,2022-01-13,,,,,,,,,,,,,,,,,,,,,,,
ACT,5004.0,1020.0,0.0,0.0,9478.0,0.0,0.0,2022-01-13,,,,,,,,,,,,,,,,,,,,,,,
NSW,337818.0,177.0,2.0,30362.0,1610.0,6.0,222842.0,2022-01-13,,,,,,,,,,,,,,,,,,,,,,,
NT,3290.0,6.0,0.0,314.0,960.0,14.0,1626.0,2022-01-13,,,,,,,,,,,,,,,,,,,,,,,
QLD,130947.0,12.0,0.0,12090.0,176.0,0.0,87920.0,2022-01-13,,,,,,,,,,,,,,,,,,,,,,,
SA,32516.0,17.0,0.0,3652.0,5423.0,24.0,21155.0,2022-01-13,,,,,,,,,,,,,,,,,,,,,,,
TAS,2800.0,3.0,0.0,253.0,45.0,2.0,4763.0,2022-01-13,,,,,,,,,,,,,,,,,,,,,,,
VIC,221726.0,2172.0,0.0,18154.0,13965.0,1.0,141226.0,2022-01-13,,,,,,,,,,,,,,,,,,,,,,,
WA,110.0,13.0,3.0,0.0,50.0,10.0,1.0,2022-01-13,,,,,,,,,,,,,,,,,,,,,,,
Australia,765680.0,4619.0,10.0,60455.0,32252.0,63.0,467770.0,2022-01-14,,,,,,,,,,,,,,,,,,,,,,,
ACT,4382.0,885.0,0.0,0.0,9018.0,0.0,0.0,2022-01-14,,,,,,,,,,,,,,,,,,,,,,,
NSW,336265.0,259.0,2.0,24819.0,1603.0,8.0,208722.0,2022-01-14,,,,,,,,,,,,,,,,,,,,,,,
NT,3620.0,4.0,0.0,234.0,768.0,14.0,1747.0,2022-01-14,,,,,,,,,,,,,,,,,,,,,,,
QLD,145294.0,13.0,0.0,13435.0,171.0,0.0,90475.0,2022-01-14,,,,,,,,,,,,,,,,,,,,,,,
SA,34428.0,1330.0,7.0,4342.0,6753.0,31.0,21731.0,2022-01-14,,,,,,,,,,,,,,,,,,,,,,,
TAS,2177.0,0.0,0.0,349.0,38.0,2.0,3660.0,2022-01-14,,,,,,,,,,,,,,,,,,,,,,,
VIC,239396.0,2120.0,0.0,17276.0,13846.0,0.0,141434.0,2022-01-14,,,,,,,,,,,,,,,,,,,,,,,
WA,118.0,8.0,1.0,0.0,55.0,8.0,1.0,2022-01-14,,,,,,,,,,,,,,,,,,,,,,,
Australia,666157.0,4419.0,15.0,54403.0,30726.0,73.0,440525.0,2022-01-15,,,,,,,,,,,,,,,,,,,,,,,
ACT,3316.0,629.0,0.0,0.0,7928.0,0.0,0.0,2022-01-15,,,,,,,,,,,,,,,,,,,,,,,
NSW,337510.0,221.0,0.0,26799.0,1557.0,8.0,190712.0,2022-01-15,,,,,,,,,,,,,,,,,,,,,,,
NT,4067.0,7.0,0.0,273.0,795.0,12.0,1949.0,2022-01-15,,,,,,,,,,,,,,,,,,,,,,,
QLD,168012.0,16.0,0.0,13606.0,155.0,0.0,92956.0,2022-01-15,,,,,,,,,,,,,,,,,,,,,,,
SA,34725.0,1524.0,14.0,2811.0,7266.0,43.0,21169.0,2022-01-15,,,,,,,,,,,,,,,,,,,,,,,
TAS,1833.0,0.0,0.0,259.0,33.0,2.0,2951.0,2022-01-15,,,,,,,,,,,,,,,,,,,,,,,
VIC,116574.0,2015.0,0.0,10654.0,12938.0,0.0,130786.0,2022-01-15,,,,,,,,,,,,,,,,,,,,,,,
WA,120.0,7.0,1.0,1.0,54.0,8.0,2.0,2022-01-15,,,,,,,,,,,,,,,,,,,,,,,
Australia,712046.0,5208.0,15.0,50009.0,33072.0,78.0,421308.0,2022-01-16,,,,,,,,,,,,,,,,,,,,,,,
ACT,3257.0,716.0,0.0,0.0,7377.0,0.0,0.0,2022-01-16,,,,,,,,,,,,,,,,,,,,,,,
NSW,342838.0,1.0,0.0,20977.0,1533.0,7.0,181493.0,2022-01-16,,,,,,,,,,,,,,,,,,,,,,,
NT,4067.0,12.0,0.0,177.0,557.0,11.0,2165.0,2022-01-16,,,,,,,,,,,,,,,,,,,,,,,
QLD,203657.0,26.0,0.0,12804.0,113.0,0.0,92138.0,2022-01-16,,,,,,,,,,,,,,,,,,,,,,,
SA,32950.0,780.0,15.0,1684.0,6811.0,50.0,19468.0,2022-01-16,,,,,,,,,,,,,,,,,,,,,,,
TAS,1647.0,0.0,0.0,246.0,24.0,2.0,2661.0,2022-01-16,,,,,,,,,,,,,,,,,,,,,,,
VIC,123508.0,3670.0,0.0,14121.0,16601.0,0.0,123381.0,2022-01-16,,,,,,,,,,,,,,,,,,,,,,,
WA,122.0,3.0,0.0,0.0,56.0,8.0,2.0,2022-01-16,,,,,,,,,,,,,,,,,,,,,,,
Australia,712046.0,5208.0,15.0,50009.0,33072.0,78.0,421308.0,2022-01-17,,,,,,,,,,,,,,,,,,,,,,,
ACT,3257.0,716.0,0.0,0.0,7377.0,0.0,0.0,2022-01-17,,,,,,,,,,,,,,,,,,,,,,,
NSW,342838.0,1.0,0.0,20977.0,1533.0,7.0,181493.0,2022-01-17,,,,,,,,,,,,,,,,,,,,,,,
NT,4067.0,12.0,0.0,177.0,557.0,11.0,2165.0,2022-01-17,,,,,,,,,,,,,,,,,,,,,,,
QLD,203657.0,26.0,0.0,12804.0,113.0,0.0,92138.0,2022-01-17,,,,,,,,,,,,,,,,,,,,,,,
SA,32950.0,780.0,15.0,1684.0,6811.0,50.0,19468.0,2022-01-17,,,,,,,,,,,,,,,,,,,,,,,
TAS,1647.0,0.0,0.0,246.0,24.0,2.0,2661.0,2022-01-17,,,,,,,,,,,,,,,,,,,,,,,
VIC,123508.0,3670.0,0.0,14121.0,16601.0,0.0,123381.0,2022-01-17,,,,,,,,,,,,,,,,,,,,,,,
WA,122.0,3.0,0.0,0.0,56.0,8.0,2.0,2022-01-17,,,,,,,,,,,,,,,,,,,,,,,
Australia,708180.0,3398.0,12.0,42810.0,30929.0,77.0,419029.0,2022-01-18,,,,,,,,,,,,,,,,,,,,,,,
ACT,3205.0,878.0,0.0,0.0,6670.0,0.0,0.0,2022-01-18,,,,,,,,,,,,,,,,,,,,,,,
NSW,338613.0,1.0,0.0,17645.0,1390.0,6.0,179132.0,2022-01-18,,,,,,,,,,,,,,,,,,,,,,,
NT,4334.0,15.0,0.0,60.0,393.0,8.0,2008.0,2022-01-18,,,,,,,,,,,,,,,,,,,,,,,
QLD,203657.0,28.0,1.0,10518.0,130.0,1.0,96785.0,2022-01-18,,,,,,,,,,,,,,,,,,,,,,,
SA,33703.0,2025.0,10.0,2650.0,7746.0,54.0,19084.0,2022-01-18,,,,,,,,,,,,,,,,,,,,,,,
TAS,1690.0,318.0,0.0,0.0,327.0,0.0,2366.0,2022-01-18,,,,,,,,,,,,,,,,,,,,,,,
VIC,122872.0,122.0,0.0,11937.0,14213.0,0.0,119652.0,2022-01-18,,,,,,,,,,,,,,,,,,,,,,,
WA,106.0,11.0,1.0,0.0,60.0,8.0,2.0,2022-01-18,,,,,,,,,,,,,,,,,,,,,,,
Australia,550014.0,12444.0,5.0,36383.0,37148.0,66.0,342587.0,2022-01-19,,,,,,,,,,,,,,,,,,,,,,,
ACT,6655.0,654.0,0.0,0.0,6291.0,0.0,0.0,2022-01-19,,,,,,,,,,,,,,,,,,,,,,,
NSW,302453.0,2.0,0.0,19845.0,662.0,5.0,154884.0,2022-01-19,,,,,,,,,,,,,,,,,,,,,,,
NT,3974.0,6.0,0.0,65.0,350.0,0.0,1454.0,2022-01-19,,,,,,,,,,,,,,,,,,,,,,,
QLD,86561.0,9.0,0.0,13983.0,123.0,1.0,86297.0,2022-01-19,,,,,,,,,,,,,,,,,,,,,,,
SA,32366.0,1458.0,5.0,2019.0,7292.0,52.0,19100.0,2022-01-19,,,,,,,,,,,,,,,,,,,,,,,
TAS,1739.0,0.0,0.0,470.0,361.0,0.0,2227.0,2022-01-19,,,,,,,,,,,,,,,,,,,,,,,
VIC,116183.0,10311.0,0.0,0.0,22011.0,0.0,78623.0,2022-01-19,,,,,,,,,,,,,,,,,,,,,,,
WA,83.0,4.0,0.0,1.0,58.0,8.0,2.0,2022-01-19,,,,,,,,,,,,,,,,,,,,,,,
Australia,513669.0,2886.0,18.0,41718.0,27999.0,79.0,326884.0,2022-01-20,,,,,,,,,,,,,,,,,,,,,,,
ACT,4447.0,254.0,0.0,0.0,5543.0,0.0,0.0,2022-01-20,,,,,,,,,,,,,,,,,,,,,,,
