Jurisdiction,Active,Recovered,Deaths,Date,Active and Recovered,Total staff cases as at 13 Sep 2022,Total staff cases as at 20 Sep 2022,Total staff cases as at 21 Sep 2022,Total staff cases as at 28 Sep 2022,Total staff cases as at 05 Oct 2022,Total staff cases as at 12 Oct 2022,Total staff cases as at 19 Oct 2022,Total staff cases as at 26 Oct 2022,Total staff cases as at 02 Nov 2022,Total staff cases as at 09 Nov 2022,Total staff cases as at 16 Nov 2022,Total staff cases as at 23 Nov 2022,Total staff cases as at 30 Nov 2022
Australia,931.0,1948.0,905.0,2021-12-24,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-24,,,,,,,,,,,,,,
NSW,404.0,122.0,106.0,2021-12-24,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-24,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-24,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-24,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-24,,,,,,,,,,,,,,
VIC,505.0,1818.0,790.0,2021-12-24,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-24,,,,,,,,,,,,,,
Australia,931.0,1948.0,905.0,2021-12-25,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-25,,,,,,,,,,,,,,
NSW,404.0,122.0,106.0,2021-12-25,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-25,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-25,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-25,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-25,,,,,,,,,,,,,,
VIC,505.0,1818.0,790.0,2021-12-25,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-25,,,,,,,,,,,,,,
Australia,931.0,1948.0,905.0,2021-12-26,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-26,,,,,,,,,,,,,,
NSW,404.0,122.0,106.0,2021-12-26,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-26,,,,,,,,,,,,,,
QLD,0.0,0.0,1.0,2021-12-26,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-26,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-26,,,,,,,,,,,,,,
VIC,505.0,1818.0,790.0,2021-12-26,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-26,,,,,,,,,,,,,,
Australia,998.0,1950.0,909.0,2021-12-27,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-27,,,,,,,,,,,,,,
NSW,442.0,122.0,107.0,2021-12-27,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-27,,,,,,,,,,,,,,
QLD,2.0,0.0,1.0,2021-12-27,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-27,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-27,,,,,,,,,,,,,,
VIC,515.0,1820.0,792.0,2021-12-27,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-27,,,,,,,,,,,,,,
Australia,1037.0,1950.0,909.0,2021-12-28,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-28,,,,,,,,,,,,,,
NSW,472.0,122.0,107.0,2021-12-28,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-28,,,,,,,,,,,,,,
QLD,4.0,0.0,1.0,2021-12-28,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-28,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-28,,,,,,,,,,,,,,
VIC,518.0,1820.0,792.0,2021-12-28,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-28,,,,,,,,,,,,,,
Australia,1104.0,1950.0,909.0,2021-12-29,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-29,,,,,,,,,,,,,,
NSW,506.0,122.0,107.0,2021-12-29,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-29,,,,,,,,,,,,,,
QLD,9.0,0.0,1.0,2021-12-29,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-29,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-29,,,,,,,,,,,,,,
VIC,529.0,1820.0,792.0,2021-12-29,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-29,,,,,,,,,,,,,,
Australia,1129.0,1959.0,912.0,2021-12-30,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-30,,,,,,,,,,,,,,
NSW,531.0,123.0,110.0,2021-12-30,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-30,,,,,,,,,,,,,,
QLD,12.0,0.0,1.0,2021-12-30,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-30,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-30,,,,,,,,,,,,,,
VIC,523.0,1828.0,792.0,2021-12-30,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-30,,,,,,,,,,,,,,
Australia,1180.0,1983.0,915.0,2021-12-31,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2021-12-31,,,,,,,,,,,,,,
NSW,552.0,123.0,111.0,2021-12-31,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2021-12-31,,,,,,,,,,,,,,
QLD,39.0,0.0,1.0,2021-12-31,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2021-12-31,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2021-12-31,,,,,,,,,,,,,,
VIC,564.0,1806.0,792.0,2021-12-31,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2021-12-31,,,,,,,,,,,,,,
Australia,1180.0,1983.0,915.0,2022-01-01,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2022-01-01,,,,,,,,,,,,,,
NSW,552.0,123.0,111.0,2022-01-01,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2022-01-01,,,,,,,,,,,,,,
QLD,39.0,0.0,1.0,2022-01-01,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2022-01-01,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2022-01-01,,,,,,,,,,,,,,
VIC,564.0,1806.0,792.0,2022-01-01,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2022-01-01,,,,,,,,,,,,,,
Australia,1180.0,1983.0,915.0,2022-01-02,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2022-01-02,,,,,,,,,,,,,,
NSW,552.0,123.0,111.0,2022-01-02,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2022-01-02,,,,,,,,,,,,,,
QLD,39.0,0.0,1.0,2022-01-02,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2022-01-02,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2022-01-02,,,,,,,,,,,,,,
VIC,564.0,1806.0,792.0,2022-01-02,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2022-01-02,,,,,,,,,,,,,,
Australia,1180.0,1983.0,915.0,2022-01-03,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2022-01-03,,,,,,,,,,,,,,
NSW,552.0,123.0,111.0,2022-01-03,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2022-01-03,,,,,,,,,,,,,,
QLD,39.0,0.0,1.0,2022-01-03,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2022-01-03,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2022-01-03,,,,,,,,,,,,,,
VIC,564.0,1806.0,792.0,2022-01-03,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2022-01-03,,,,,,,,,,,,,,
Australia,1424.0,1960.0,919.0,2022-01-04,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2022-01-04,,,,,,,,,,,,,,
NSW,652.0,123.0,114.0,2022-01-04,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2022-01-04,,,,,,,,,,,,,,
QLD,80.0,0.0,1.0,2022-01-04,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2022-01-04,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2022-01-04,,,,,,,,,,,,,,
VIC,562.0,1829.0,793.0,2022-01-04,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2022-01-04,,,,,,,,,,,,,,
Australia,1636.0,1962.0,921.0,2022-01-05,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2022-01-05,,,,,,,,,,,,,,
NSW,735.0,123.0,116.0,2022-01-05,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2022-01-05,,,,,,,,,,,,,,
QLD,98.0,0.0,1.0,2022-01-05,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2022-01-05,,,,,,,,,,,,,,
TAS,0.0,0.0,1.0,2022-01-05,,,,,,,,,,,,,,
VIC,665.0,1831.0,793.0,2022-01-05,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2022-01-05,,,,,,,,,,,,,,
Australia,1862.0,1964.0,924.0,2022-01-06,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2022-01-06,,,,,,,,,,,,,,
NSW,830.0,123.0,117.0,2022-01-06,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2022-01-06,,,,,,,,,,,,,,
QLD,119.0,2.0,3.0,2022-01-06,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2022-01-06,,,,,,,,,,,,,,
TAS,3.0,0.0,1.0,2022-01-06,,,,,,,,,,,,,,
VIC,714.0,1831.0,793.0,2022-01-06,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2022-01-06,,,,,,,,,,,,,,
Australia,2127.0,1966.0,924.0,2022-01-07,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2022-01-07,,,,,,,,,,,,,,
NSW,934.0,124.0,117.0,2022-01-07,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2022-01-07,,,,,,,,,,,,,,
QLD,148.0,2.0,3.0,2022-01-07,,,,,,,,,,,,,,
SA,255.0,0.0,3.0,2022-01-07,,,,,,,,,,,,,,
TAS,24.0,0.0,1.0,2022-01-07,,,,,,,,,,,,,,
VIC,762.0,1832.0,793.0,2022-01-07,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2022-01-07,,,,,,,,,,,,,,
Australia,2127.0,1966.0,924.0,2022-01-08,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2022-01-08,,,,,,,,,,,,,,
NSW,934.0,124.0,117.0,2022-01-08,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2022-01-08,,,,,,,,,,,,,,
QLD,148.0,2.0,3.0,2022-01-08,,,,,,,,,,,,,,
SA,255.0,0.0,3.0,2022-01-08,,,,,,,,,,,,,,
TAS,24.0,0.0,1.0,2022-01-08,,,,,,,,,,,,,,
VIC,762.0,1832.0,793.0,2022-01-08,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2022-01-08,,,,,,,,,,,,,,
Australia,2127.0,1966.0,924.0,2022-01-09,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2022-01-09,,,,,,,,,,,,,,
NSW,934.0,124.0,117.0,2022-01-09,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2022-01-09,,,,,,,,,,,,,,
QLD,148.0,2.0,3.0,2022-01-09,,,,,,,,,,,,,,
SA,255.0,0.0,3.0,2022-01-09,,,,,,,,,,,,,,
TAS,24.0,0.0,1.0,2022-01-09,,,,,,,,,,,,,,
VIC,762.0,1832.0,793.0,2022-01-09,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2022-01-09,,,,,,,,,,,,,,
Australia,2625.0,2070.0,933.0,2022-01-10,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2022-01-10,,,,,,,,,,,,,,
NSW,1138.0,157.0,117.0,2022-01-10,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,2022-01-10,,,,,,,,,,,,,,
QLD,212.0,2.0,3.0,2022-01-10,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2022-01-10,,,,,,,,,,,,,,
TAS,33.0,0.0,1.0,2022-01-10,,,,,,,,,,,,,,
VIC,944.0,1841.0,798.0,2022-01-10,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2022-01-10,,,,,,,,,,,,,,
Australia,2955.0,2130.0,954.0,2022-01-11,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2022-01-11,,,,,,,,,,,,,,
NSW,1264.0,195.0,128.0,2022-01-11,,,,,,,,,,,,,,
NT,1.0,0.0,0.0,2022-01-11,,,,,,,,,,,,,,
QLD,254.0,2.0,9.0,2022-01-11,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2022-01-11,,,,,,,,,,,,,,
TAS,38.0,4.0,1.0,2022-01-11,,,,,,,,,,,,,,
VIC,1054.0,1858.0,802.0,2022-01-11,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2022-01-11,,,,,,,,,,,,,,
Australia,3353.0,2206.0,964.0,2022-01-12,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2022-01-12,,,,,,,,,,,,,,
NSW,1580.0,202.0,136.0,2022-01-12,,,,,,,,,,,,,,
NT,5.0,0.0,0.0,2022-01-12,,,,,,,,,,,,,,
QLD,289.0,26.0,10.0,2022-01-12,,,,,,,,,,,,,,
SA,323.0,91.0,8.0,2022-01-12,,,,,,,,,,,,,,
TAS,37.0,7.0,1.0,2022-01-12,,,,,,,,,,,,,,
VIC,1115.0,1872.0,802.0,2022-01-12,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2022-01-12,,,,,,,,,,,,,,
Australia,3653.0,2249.0,977.0,2022-01-13,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2022-01-13,,,,,,,,,,,,,,
NSW,1733.0,225.0,143.0,2022-01-13,,,,,,,,,,,,,,
NT,5.0,0.0,0.0,2022-01-13,,,,,,,,,,,,,,
QLD,340.0,27.0,11.0,2022-01-13,,,,,,,,,,,,,,
SA,350.0,100.0,12.0,2022-01-13,,,,,,,,,,,,,,
TAS,37.0,7.0,1.0,2022-01-13,,,,,,,,,,,,,,
VIC,1184.0,1882.0,803.0,2022-01-13,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2022-01-13,,,,,,,,,,,,,,
Australia,4015.0,2309.0,997.0,2022-01-14,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2022-01-14,,,,,,,,,,,,,,
NSW,1926.0,245.0,154.0,2022-01-14,,,,,,,,,,,,,,
NT,8.0,0.0,0.0,2022-01-14,,,,,,,,,,,,,,
QLD,397.0,34.0,11.0,2022-01-14,,,,,,,,,,,,,,
SA,362.0,127.0,19.0,2022-01-14,,,,,,,,,,,,,,
TAS,37.0,7.0,1.0,2022-01-14,,,,,,,,,,,,,,
VIC,1281.0,1888.0,805.0,2022-01-14,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2022-01-14,,,,,,,,,,,,,,
Australia,4015.0,2309.0,997.0,2022-01-15,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2022-01-15,,,,,,,,,,,,,,
NSW,1926.0,245.0,154.0,2022-01-15,,,,,,,,,,,,,,
NT,8.0,0.0,0.0,2022-01-15,,,,,,,,,,,,,,
QLD,397.0,34.0,11.0,2022-01-15,,,,,,,,,,,,,,
SA,362.0,127.0,19.0,2022-01-15,,,,,,,,,,,,,,
TAS,37.0,7.0,1.0,2022-01-15,,,,,,,,,,,,,,
VIC,1281.0,1888.0,805.0,2022-01-15,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2022-01-15,,,,,,,,,,,,,,
Australia,4015.0,2309.0,997.0,2022-01-16,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2022-01-16,,,,,,,,,,,,,,
NSW,1926.0,245.0,154.0,2022-01-16,,,,,,,,,,,,,,
NT,8.0,0.0,0.0,2022-01-16,,,,,,,,,,,,,,
QLD,397.0,34.0,11.0,2022-01-16,,,,,,,,,,,,,,
SA,362.0,127.0,19.0,2022-01-16,,,,,,,,,,,,,,
TAS,37.0,7.0,1.0,2022-01-16,,,,,,,,,,,,,,
VIC,1281.0,1888.0,805.0,2022-01-16,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2022-01-16,,,,,,,,,,,,,,
Australia,4015.0,2309.0,997.0,2022-01-17,,,,,,,,,,,,,,
ACT,4.0,8.0,7.0,2022-01-17,,,,,,,,,,,,,,
NSW,1926.0,245.0,154.0,2022-01-17,,,,,,,,,,,,,,
NT,8.0,0.0,0.0,2022-01-17,,,,,,,,,,,,,,
QLD,397.0,34.0,11.0,2022-01-17,,,,,,,,,,,,,,
SA,362.0,127.0,19.0,2022-01-17,,,,,,,,,,,,,,
TAS,37.0,7.0,1.0,2022-01-17,,,,,,,,,,,,,,
VIC,1281.0,1888.0,805.0,2022-01-17,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2022-01-17,,,,,,,,,,,,,,
Australia,4861.0,2463.0,1034.0,2022-01-18,,,,,,,,,,,,,,
ACT,7.0,8.0,7.0,2022-01-18,,,,,,,,,,,,,,
NSW,2571.0,275.0,176.0,2022-01-18,,,,,,,,,,,,,,
NT,8.0,0.0,0.0,2022-01-18,,,,,,,,,,,,,,
QLD,419.0,58.0,18.0,2022-01-18,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,2022-01-18,,,,,,,,,,,,,,
TAS,42.0,8.0,1.0,2022-01-18,,,,,,,,,,,,,,
VIC,1381.0,1926.0,809.0,2022-01-18,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2022-01-18,,,,,,,,,,,,,,
Australia,5393.0,2795.0,1072.0,2022-01-19,,,,,,,,,,,,,,
ACT,17.0,8.0,7.0,2022-01-19,,,,,,,,,,,,,,
NSW,2854.0,419.0,199.0,2022-01-19,,,,,,,,,,,,,,
NT,12.0,0.0,0.0,2022-01-19,,,,,,,,,,,,,,
QLD,498.0,117.0,28.0,2022-01-19,,,,,,,,,,,,,,
SA,484.0,220.0,24.0,2022-01-19,,,,,,,,,,,,,,
TAS,43.0,8.0,1.0,2022-01-19,,,,,,,,,,,,,,
VIC,1485.0,2023.0,813.0,2022-01-19,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,2022-01-19,,,,,,,,,,,,,,
Australia,,,1124.0,2022-01-20,10391.0,,,,,,,,,,,,,
ACT,,,0.0,2022-01-20,72.0,,,,,,,,,,,,,
NSW,,,222.0,2022-01-20,4115.0,,,,,,,,,,,,,
NT,,,0.0,2022-01-20,13.0,,,,,,,,,,,,,
QLD,,,44.0,2022-01-20,1206.0,,,,,,,,,,,,,
SA,,,31.0,2022-01-20,819.0,,,,,,,,,,,,,
TAS,,,1.0,2022-01-20,68.0,,,,,,,,,,,,,
VIC,,,818.0,2022-01-20,4106.0,,,,,,,,,,,,,
WA,,,0.0,2022-01-20,0.0,,,,,,,,,,,,,
Australia,,,1124.0,2022-01-21,10391.0,,,,,,,,,,,,,
ACT,,,0.0,2022-01-21,72.0,,,,,,,,,,,,,
NSW,,,222.0,2022-01-21,4115.0,,,,,,,,,,,,,
NT,,,0.0,2022-01-21,13.0,,,,,,,,,,,,,
QLD,,,44.0,2022-01-21,1206.0,,,,,,,,,,,,,
SA,,,31.0,2022-01-21,819.0,,,,,,,,,,,,,
TAS,,,1.0,2022-01-21,68.0,,,,,,,,,,,,,
VIC,,,818.0,2022-01-21,4106.0,,,,,,,,,,,,,
WA,,,0.0,2022-01-21,0.0,,,,,,,,,,,,,
Australia,,,1134.0,2022-01-22,10907.0,,,,,,,,,,,,,
ACT,,,0.0,2022-01-22,77.0,,,,,,,,,,,,,
NSW,,,226.0,2022-01-22,4382.0,,,,,,,,,,,,,
NT,,,0.0,2022-01-22,15.0,,,,,,,,,,,,,
QLD,,,44.0,2022-01-22,1341.0,,,,,,,,,,,,,
SA,,,33.0,2022-01-22,844.0,,,,,,,,,,,,,
TAS,,,2.0,2022-01-22,89.0,,,,,,,,,,,,,
VIC,,,821.0,2022-01-22,4167.0,,,,,,,,,,,,,
WA,,,0.0,2022-01-22,0.0,,,,,,,,,,,,,
Australia,,,1134.0,2022-01-23,10907.0,,,,,,,,,,,,,
ACT,,,0.0,2022-01-23,77.0,,,,,,,,,,,,,
NSW,,,226.0,2022-01-23,4382.0,,,,,,,,,,,,,
NT,,,0.0,2022-01-23,15.0,,,,,,,,,,,,,
QLD,,,44.0,2022-01-23,1341.0,,,,,,,,,,,,,
SA,,,33.0,2022-01-23,844.0,,,,,,,,,,,,,
TAS,,,2.0,2022-01-23,89.0,,,,,,,,,,,,,
VIC,,,821.0,2022-01-23,4167.0,,,,,,,,,,,,,
WA,,,0.0,2022-01-23,0.0,,,,,,,,,,,,,
Australia,,,1172.0,2022-01-24,11603.0,,,,,,,,,,,,,
ACT,,,8.0,2022-01-24,77.0,,,,,,,,,,,,,
NSW,,,242.0,2022-01-24,4568.0,,,,,,,,,,,,,
NT,,,0.0,2022-01-24,19.0,,,,,,,,,,,,,
QLD,,,50.0,2022-01-24,1623.0,,,,,,,,,,,,,
SA,,,43.0,2022-01-24,877.0,,,,,,,,,,,,,
TAS,,,2.0,2022-01-24,103.0,,,,,,,,,,,,,
VIC,,,827.0,2022-01-24,4336.0,,,,,,,,,,,,,
WA,,,0.0,2022-01-24,0.0,,,,,,,,,,,,,
Australia,,,1176.0,2022-01-25,12004.0,,,,,,,,,,,,,
ACT,,,8.0,2022-01-25,71.0,,,,,,,,,,,,,
NSW,,,245.0,2022-01-25,4867.0,,,,,,,,,,,,,
NT,,,0.0,2022-01-25,19.0,,,,,,,,,,,,,
QLD,,,50.0,2022-01-25,1663.0,,,,,,,,,,,,,
SA,,,43.0,2022-01-25,923.0,,,,,,,,,,,,,
TAS,,,2.0,2022-01-25,105.0,,,,,,,,,,,,,
VIC,,,832.0,2022-01-25,4352.0,,,,,,,,,,,,,
WA,,,0.0,2022-01-25,0.0,,,,,,,,,,,,,
Australia,,,1176.0,2022-01-26,12004.0,,,,,,,,,,,,,
ACT,,,8.0,2022-01-26,71.0,,,,,,,,,,,,,
NSW,,,245.0,2022-01-26,4867.0,,,,,,,,,,,,,
NT,,,0.0,2022-01-26,19.0,,,,,,,,,,,,,
QLD,,,50.0,2022-01-26,1663.0,,,,,,,,,,,,,
SA,,,43.0,2022-01-26,923.0,,,,,,,,,,,,,
TAS,,,2.0,2022-01-26,105.0,,,,,,,,,,,,,
VIC,,,832.0,2022-01-26,4352.0,,,,,,,,,,,,,
WA,,,0.0,2022-01-26,0.0,,,,,,,,,,,,,
Australia,,,1330.0,2022-01-27,12315.0,,,,,,,,,,,,,
ACT,,,8.0,2022-01-27,55.0,,,,,,,,,,,,,
NSW,,,318.0,2022-01-27,4921.0,,,,,,,,,,,,,
NT,,,0.0,2022-01-27,19.0,,,,,,,,,,,,,
QLD,,,85.0,2022-01-27,1850.0,,,,,,,,,,,,,
SA,,,68.0,2022-01-27,928.0,,,,,,,,,,,,,
TAS,,,2.0,2022-01-27,112.0,,,,,,,,,,,,,
VIC,,,849.0,2022-01-27,4411.0,,,,,,,,,,,,,
WA,,,0.0,2022-01-27,0.0,,,,,,,,,,,,,
Australia,,,1356.0,2022-01-28,12642.0,,,,,,,,,,,,,
ACT,,,8.0,2022-01-28,74.0,,,,,,,,,,,,,
NSW,,,328.0,2022-01-28,5068.0,,,,,,,,,,,,,
NT,,,0.0,2022-01-28,19.0,,,,,,,,,,,,,
QLD,,,90.0,2022-01-28,1948.0,,,,,,,,,,,,,
SA,,,70.0,2022-01-28,958.0,,,,,,,,,,,,,
TAS,,,2.0,2022-01-28,128.0,,,,,,,,,,,,,
VIC,,,858.0,2022-01-28,4447.0,,,,,,,,,,,,,
WA,,,0.0,2022-01-28,0.0,,,,,,,,,,,,,
Australia,,,1356.0,2022-01-29,12642.0,,,,,,,,,,,,,
ACT,,,8.0,2022-01-29,74.0,,,,,,,,,,,,,
NSW,,,328.0,2022-01-29,5068.0,,,,,,,,,,,,,
NT,,,0.0,2022-01-29,19.0,,,,,,,,,,,,,
QLD,,,90.0,2022-01-29,1948.0,,,,,,,,,,,,,
SA,,,70.0,2022-01-29,958.0,,,,,,,,,,,,,
TAS,,,2.0,2022-01-29,128.0,,,,,,,,,,,,,
VIC,,,858.0,2022-01-29,4447.0,,,,,,,,,,,,,
WA,,,0.0,2022-01-29,0.0,,,,,,,,,,,,,
Australia,,,1356.0,2022-01-30,12642.0,,,,,,,,,,,,,
ACT,,,8.0,2022-01-30,74.0,,,,,,,,,,,,,
NSW,,,328.0,2022-01-30,5068.0,,,,,,,,,,,,,
NT,,,0.0,2022-01-30,19.0,,,,,,,,,,,,,
QLD,,,90.0,2022-01-30,1948.0,,,,,,,,,,,,,
SA,,,70.0,2022-01-30,958.0,,,,,,,,,,,,,
TAS,,,2.0,2022-01-30,128.0,,,,,,,,,,,,,
VIC,,,858.0,2022-01-30,4447.0,,,,,,,,,,,,,
WA,,,0.0,2022-01-30,0.0,,,,,,,,,,,,,
Australia,,,1414.0,2022-01-31,13292.0,,,,,,,,,,,,,
ACT,,,8.0,2022-01-31,87.0,,,,,,,,,,,,,
NSW,,,362.0,2022-01-31,5223.0,,,,,,,,,,,,,
NT,,,0.0,2022-01-31,22.0,,,,,,,,,,,,,
QLD,,,101.0,2022-01-31,2124.0,,,,,,,,,,,,,
SA,,,76.0,2022-01-31,1031.0,,,,,,,,,,,,,
TAS,,,2.0,2022-01-31,132.0,,,,,,,,,,,,,
VIC,,,865.0,2022-01-31,4673.0,,,,,,,,,,,,,
WA,,,0.0,2022-01-31,0.0,,,,,,,,,,,,,
Australia,,,1438.0,2022-02-01,13419.0,,,,,,,,,,,,,
ACT,,,8.0,2022-02-01,87.0,,,,,,,,,,,,,
NSW,,,373.0,2022-02-01,5269.0,,,,,,,,,,,,,
NT,,,0.0,2022-02-01,22.0,,,,,,,,,,,,,
QLD,,,108.0,2022-02-01,2197.0,,,,,,,,,,,,,
SA,,,76.0,2022-02-01,1043.0,,,,,,,,,,,,,
TAS,,,3.0,2022-02-01,137.0,,,,,,,,,,,,,
VIC,,,870.0,2022-02-01,4668.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-01,0.0,,,,,,,,,,,,,
Australia,,,1476.0,2022-02-02,13669.0,,,,,,,,,,,,,
ACT,,,11.0,2022-02-02,93.0,,,,,,,,,,,,,
NSW,,,385.0,2022-02-02,5375.0,,,,,,,,,,,,,
NT,,,0.0,2022-02-02,22.0,,,,,,,,,,,,,
QLD,,,120.0,2022-02-02,2264.0,,,,,,,,,,,,,
SA,,,83.0,2022-02-02,1049.0,,,,,,,,,,,,,
TAS,,,3.0,2022-02-02,137.0,,,,,,,,,,,,,
VIC,,,874.0,2022-02-02,4729.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-02,0.0,,,,,,,,,,,,,
Australia,,,1479.0,2022-02-03,13771.0,,,,,,,,,,,,,
ACT,,,11.0,2022-02-03,94.0,,,,,,,,,,,,,
NSW,,,385.0,2022-02-03,5431.0,,,,,,,,,,,,,
NT,,,1.0,2022-02-03,21.0,,,,,,,,,,,,,
QLD,,,120.0,2022-02-03,2273.0,,,,,,,,,,,,,
SA,,,83.0,2022-02-03,1049.0,,,,,,,,,,,,,
TAS,,,3.0,2022-02-03,137.0,,,,,,,,,,,,,
VIC,,,876.0,2022-02-03,4766.0,,,,,,,,,,,,,
WA,,,0.0,2022-02-03,0.0,,,,,,,,,,,,,
Australia,,,1500.0,2022-02-04,13996.0,,,,,,,,,,,,,
ACT,,,11.0,2022-02-04,98.0,,,,,,,,,,,,,
